ts_ms,ts_utc,spot_symbol,perp_symbol,spot_close,perp_close,basis_bp,spot_lag_bars
1788020100000,2026-08-29T16:15:00Z,RHOODUSDT,HOODUSDT,104.21,104.68,45.101238,0
1788020400000,2026-08-29T16:20:00Z,RHOODUSDT,HOODUSDT,104.21,104.66,43.182036,1
1788020700000,2026-08-29T16:25:00Z,RHOODUSDT,HOODUSDT,104.29,104.64,33.560265,0
1788021000000,2026-08-29T16:30:00Z,RHOODUSDT,HOODUSDT,104.29,104.64,33.560265,1
1788021300000,2026-08-29T16:35:00Z,RHOODUSDT,HOODUSDT,104.29,104.61,30.683671,2
1788022200000,2026-08-29T16:50:00Z,RHOODUSDT,HOODUSDT,104.2,104.65,43.18618,0
1788022500000,2026-08-29T16:55:00Z,RHOODUSDT,HOODUSDT,104.2,104.65,43.18618,1
1788022800000,2026-08-29T17:00:00Z,RHOODUSDT,HOODUSDT,104.2,104.65,43.18618,2
1788027300000,2026-08-29T18:15:00Z,RHOODUSDT,HOODUSDT,104.43,104.7,25.854639,0
1788027600000,2026-08-29T18:20:00Z,RHOODUSDT,HOODUSDT,104.5,104.68,17.22488,0
1788027900000,2026-08-29T18:25:00Z,RHOODUSDT,HOODUSDT,104.5,104.68,17.22488,1
1788028200000,2026-08-29T18:30:00Z,RHOODUSDT,HOODUSDT,104.41,104.69,26.817355,0
1788028500000,2026-08-29T18:35:00Z,RHOODUSDT,HOODUSDT,104.41,104.75,32.563931,0
1788028800000,2026-08-29T18:40:00Z,RHOODUSDT,HOODUSDT,104.41,104.67,24.901829,1
1788029100000,2026-08-29T18:45:00Z,RHOODUSDT,HOODUSDT,104.41,104.67,24.901829,2
1788030600000,2026-08-29T19:10:00Z,RHOODUSDT,HOODUSDT,104.44,104.87,41.171965,0
1788030900000,2026-08-29T19:15:00Z,RHOODUSDT,HOODUSDT,104.44,104.87,41.171965,1
1788031200000,2026-08-29T19:20:00Z,RHOODUSDT,HOODUSDT,104.44,104.87,41.171965,2
1788033300000,2026-08-29T19:55:00Z,RHOODUSDT,HOODUSDT,104.49,104.91,40.195234,0
1788033600000,2026-08-29T20:00:00Z,RHOODUSDT,HOODUSDT,104.49,104.96,44.980381,1
1788033900000,2026-08-29T20:05:00Z,RHOODUSDT,HOODUSDT,104.53,104.96,41.136516,0
1788034200000,2026-08-29T20:10:00Z,RHOODUSDT,HOODUSDT,104.53,104.96,41.136516,1
1788034500000,2026-08-29T20:15:00Z,RHOODUSDT,HOODUSDT,104.53,104.95,40.179853,2
1788037200000,2026-08-29T21:00:00Z,RHOODUSDT,HOODUSDT,104.59,104.97,36.332345,0
1788037500000,2026-08-29T21:05:00Z,RHOODUSDT,HOODUSDT,104.59,104.91,30.595659,1
1788037800000,2026-08-29T21:10:00Z,RHOODUSDT,HOODUSDT,104.7,105.04,32.473734,0
1788038100000,2026-08-29T21:15:00Z,RHOODUSDT,HOODUSDT,104.7,105.04,32.473734,1
