ts_ms,ts_utc,spot_symbol,perp_symbol,spot_close,perp_close,basis_bp,spot_lag_bars
1788019200000,2026-08-29T16:00:00Z,RTSLAUSDT,TSLAUSDT,349.39,350.56,33.486934,0
1788019500000,2026-08-29T16:05:00Z,RTSLAUSDT,TSLAUSDT,349.39,350.53,32.628295,1
1788019800000,2026-08-29T16:10:00Z,RTSLAUSDT,TSLAUSDT,349.39,350.48,31.197229,2
1788020100000,2026-08-29T16:15:00Z,RTSLAUSDT,TSLAUSDT,349.39,350.49,31.483443,0
1788020400000,2026-08-29T16:20:00Z,RTSLAUSDT,TSLAUSDT,349.39,350.52,32.342082,0
1788020700000,2026-08-29T16:25:00Z,RTSLAUSDT,TSLAUSDT,349.39,350.54,32.914508,1
1788021000000,2026-08-29T16:30:00Z,RTSLAUSDT,TSLAUSDT,349.39,350.53,32.628295,0
1788021300000,2026-08-29T16:35:00Z,RTSLAUSDT,TSLAUSDT,349.39,350.6,34.631787,1
1788021600000,2026-08-29T16:40:00Z,RTSLAUSDT,TSLAUSDT,349.39,350.49,31.483443,2
1788022200000,2026-08-29T16:50:00Z,RTSLAUSDT,TSLAUSDT,349.31,350.5,34.067161,0
1788022500000,2026-08-29T16:55:00Z,RTSLAUSDT,TSLAUSDT,349.31,350.53,34.925997,1
1788022800000,2026-08-29T17:00:00Z,RTSLAUSDT,TSLAUSDT,349.31,350.48,33.494604,2
1788023100000,2026-08-29T17:05:00Z,RTSLAUSDT,TSLAUSDT,349.28,350.52,35.501603,0
1788023400000,2026-08-29T17:10:00Z,RTSLAUSDT,TSLAUSDT,349.25,350.49,35.504653,0
1788023700000,2026-08-29T17:15:00Z,RTSLAUSDT,TSLAUSDT,349.2,350.53,38.087056,0
1788024000000,2026-08-29T17:20:00Z,RTSLAUSDT,TSLAUSDT,349.27,350.5,35.216308,0
1788024300000,2026-08-29T17:25:00Z,RTSLAUSDT,TSLAUSDT,349.27,350.49,34.929997,1
1788024600000,2026-08-29T17:30:00Z,RTSLAUSDT,TSLAUSDT,349.27,350.49,34.929997,2
1788026400000,2026-08-29T18:00:00Z,RTSLAUSDT,TSLAUSDT,349.36,350.57,34.634761,0
1788026700000,2026-08-29T18:05:00Z,RTSLAUSDT,TSLAUSDT,349.52,350.63,31.757839,0
1788027000000,2026-08-29T18:10:00Z,RTSLAUSDT,TSLAUSDT,349.52,350.65,32.330053,1
1788027300000,2026-08-29T18:15:00Z,RTSLAUSDT,TSLAUSDT,349.88,350.63,21.435921,0
1788027600000,2026-08-29T18:20:00Z,RTSLAUSDT,TSLAUSDT,349.88,350.63,21.435921,1
1788027900000,2026-08-29T18:25:00Z,RTSLAUSDT,TSLAUSDT,349.88,350.5,17.720361,2
1788029400000,2026-08-29T18:50:00Z,RTSLAUSDT,TSLAUSDT,349.48,350.58,31.475335,0
1788029700000,2026-08-29T18:55:00Z,RTSLAUSDT,TSLAUSDT,349.48,350.55,30.616917,1
1788030000000,2026-08-29T19:00:00Z,RTSLAUSDT,TSLAUSDT,350.05,350.5,12.855306,0
1788030300000,2026-08-29T19:05:00Z,RTSLAUSDT,TSLAUSDT,350.05,350.52,13.426653,1
1788030600000,2026-08-29T19:10:00Z,RTSLAUSDT,TSLAUSDT,350.05,350.53,13.712327,2
1788030900000,2026-08-29T19:15:00Z,RTSLAUSDT,TSLAUSDT,349.8,350.47,19.153802,0
1788031200000,2026-08-29T19:20:00Z,RTSLAUSDT,TSLAUSDT,349.8,350.54,21.154946,1
1788031500000,2026-08-29T19:25:00Z,RTSLAUSDT,TSLAUSDT,349.97,350.54,16.28711,0
1788031800000,2026-08-29T19:30:00Z,RTSLAUSDT,TSLAUSDT,349.97,350.71,21.14467,1
1788032100000,2026-08-29T19:35:00Z,RTSLAUSDT,TSLAUSDT,349.97,350.73,21.716147,2
